"","CONTRIBUTION_ID","PERIOD_START","PERIOD_END","CONTRIBUTION_DATE","RECIPIENT","AMOUNT","LOBBYIST_ID","LOBBYIST_FIRST_NAME","LOBBYIST_LAST_NAME","CREATED_DATE","CONTRIBUTION_DATE3","recipient_surname"
"1235",2483,"01/01/2013","03/31/2013","03/21/2013","Friends of Proco Joe Moreno","$250.00",12727,"Jerome","Schain","04/16/2013",2013-03-21,"Moreno"
"1236",2664,"01/01/2013","03/31/2013","02/25/2013","Citizens for Joe Moore","$250.00",11822,"Rolando","Acosta","04/23/2013",2013-02-25,"Moore"
"1237",2401,"01/01/2013","03/31/2013","03/31/2013","Morgan Bassey","$0.00",7901,"Morgan","Bassey","04/11/2013",2013-03-31,NA
"1238",2612,"01/01/2013","03/31/2013","01/16/2013","Alderman George Cardenas","$500.00",12816,"MICHAEL","KASPER","04/22/2013",2013-01-16,"Cardenas"
"1239",2609,"01/01/2013","03/31/2013","03/12/2013","Alderman Michelle Harris","$500.00",12816,"MICHAEL","KASPER","04/22/2013",2013-03-12,"Harris"
"1240",2607,"01/01/2013","03/31/2013","02/21/2013","Alderman Brendan Reilly","$500.00",12816,"MICHAEL","KASPER","04/22/2013",2013-02-21,"Reilly"
"1241",2620,"01/01/2013","03/31/2013","02/21/2013","Alderman Proco ""Joe"" Moreno","$300.00",12817,"COURTNEY","NOTTAGE","04/22/2013",2013-02-21,"Moreno"
"1242",2619,"01/01/2013","03/31/2013","02/21/2013","Alderman Brendan Reilly","$500.00",12817,"COURTNEY","NOTTAGE","04/22/2013",2013-02-21,"Reilly"
"1243",2624,"01/01/2013","03/31/2013","01/16/2013","Alderman George Cardenas","$500.00",12818,"David","Dring","04/22/2013",2013-01-16,"Cardenas"
"1244",2363,"01/01/2013","03/31/2013","02/21/2013","Alderman Jason Ervin","$300.00",11513,"David","Dring","04/09/2013",2013-02-21,"Ervin"
"1245",2402,"01/01/2013","03/31/2013","03/29/2013","Citizens for Carrie M Austin-Alderman 34th Ward","$150.00",11006,"Darryl","Denham","04/11/2013",2013-03-29,"Austin"
"1246",3404,"04/01/2013","06/30/2013","04/01/2013","25th Ward Regular Democratic Organization","$1500.00",13981,"Mara","Georges","07/08/2013",2013-04-01,NA
"1247",3401,"04/01/2013","06/30/2013","04/22/2013","2nd Ward Democratic Organization Jazz  Showcase","$250.00",13981,"Mara","Georges","07/08/2013",2013-04-22,NA
"1248",3441,"01/01/2013","03/31/2013","02/06/2013","Friends of Leslie A. Hairston","$150.00",14043,"Graham","Grady","07/09/2013",2013-02-06,"Hairston"
"1249",3184,"01/01/2013","03/31/2013","02/25/2013","CITIZENS TO ELECT JOHN ARENA","$250.00",13788,"William","Banks","06/26/2013",2013-02-25,NA
"1250",3499,"04/01/2013","06/30/2013","06/10/2013","Citizens for Tunney","$300.00",11022,"Elizabeth","Lively","07/11/2013",2013-06-10,"Tunney"
"1251",3498,"04/01/2013","06/30/2013","05/30/2013","33rd Ward Regular Democratic Organization","$150.00",11022,"Elizabeth","Lively","07/11/2013",2013-05-30,NA
"1252",3495,"04/01/2013","06/30/2013","05/13/2013","19th Ward Democratic Organization","$125.00",11022,"Elizabeth","Lively","07/11/2013",2013-05-13,NA
"1253",3490,"04/01/2013","06/30/2013","04/26/2013","Citizens for Munoz","$150.00",11022,"Elizabeth","Lively","07/11/2013",2013-04-26,"Munoz"
"1254",3122,"01/01/2013","03/31/2013","02/15/2013","Anthony Beale for Congress","$250.00",13743,"Donald","Robinson","06/19/2013",2013-02-15,"Beale"
"1255",3162,"01/01/2013","03/31/2013","03/25/2013","25th Ward Regular Democratic Organization (celebrating 17 years of service by Alderman Solis)","$150.00",13781,"Danielle","Cassel","06/25/2013",2013-03-25,"Solis"
"1256",3494,"04/01/2013","06/30/2013","04/13/2013","Citizens for Alderman O'Connor","$100.00",13102,"Terrance","Diamond","07/11/2013",2013-04-13,"O'Connor"
"1257",3507,"04/01/2013","06/30/2013","03/27/2013","Citizens for Moore","$100.00",13562,"William","Filan","07/11/2013",2013-03-27,"Moore"
"1258",3506,"04/01/2013","06/30/2013","02/07/2013","citizens for Austin","$200.00",13562,"William","Filan","07/11/2013",2013-02-07,"Austin"
"1259",3508,"04/01/2013","06/30/2013","03/27/2013","Citizens for Moore","$100.00",14125,"William","Filan","07/11/2013",2013-03-27,"Moore"
"1260",3511,"01/01/2013","03/31/2013","02/08/2013","citizens for beal","$250.00",14125,"William","Filan","07/11/2013",2013-02-08,NA
"1261",3341,"04/01/2013","06/30/2013","06/13/2013","The Burnham Committee","$400.00",10769,"Samuel","Polsky","07/03/2013",2013-06-13,NA
"1262",2843,"01/01/2013","03/31/2013","02/21/2013","Alderman Jason Ervin","$300.00",12983,"MICHAEL","KASPER","05/01/2013",2013-02-21,"Ervin"
"1263",2841,"01/01/2013","03/31/2013","02/21/2013","Alderman Richard Mell","$300.00",12983,"MICHAEL","KASPER","05/01/2013",2013-02-21,"Mell"
"1264",2860,"01/01/2013","03/31/2013","03/12/2013","Alderman Michelle A. Harris","$500.00",12985,"David","Dring","05/01/2013",2013-03-12,"Harris"
"1265",3221,"01/01/2013","03/31/2013","02/06/2013","Friends of Leslie A. Hairston","$150.00",13821,"Graham","Grady","06/28/2013",2013-02-06,"Hairston"
"1266",3264,"04/01/2013","06/30/2013","06/07/2013","Citizens for Tunney","$1500.00",12183,"Jerry","Mickelson","07/01/2013",2013-06-07,"Tunney"
"1267",2681,"01/01/2013","03/31/2013","02/26/2013","State Senator Toi Hutchinson","$250.00",12868,"Bridget","O'Keefe","04/24/2013",2013-02-26,NA
"1268",2704,"01/01/2013","03/31/2013","02/25/2013","Anthony Beale for Congress","$25.00",11730,"Danielle","Cassel","04/25/2013",2013-02-25,"Beale"
"1269",2663,"01/01/2013","03/31/2013","03/25/2013","Friends of Ron Sawyer","$500.00",11344,"Arnold","Harris","04/23/2013",2013-03-25,"Sawyer"
"1270",2722,"01/01/2013","03/31/2013","03/25/2013","FRIENDS OF MICHELLE HARRIS","$250.00",12901,"William","Banks","04/26/2013",2013-03-25,NA
"1271",2721,"01/01/2013","03/31/2013","02/14/2013","CITIZENS FOR JOE MOORE","$250.00",12901,"William","Banks","04/26/2013",2013-02-14,NA
"1272",3103,"01/01/2013","03/31/2013","03/25/2013","FRIENDS OF MICHELLE HARRIS","$250.00",13723,"William","Banks","06/17/2013",2013-03-25,NA
"1273",3363,"04/01/2013","06/30/2013","06/13/2013","The New 37th Ward Committee","$500.00",13948,"Betsy","Sales","07/05/2013",2013-06-13,NA
"1274",3591,"04/01/2013","06/30/2013","06/07/2013","Alderman Walter Burnett","$500.00",13041,"MICHAEL","KASPER","07/16/2013",2013-06-07,"Burnett"
"1275",3668,"01/01/2012","06/30/2012","01/17/2013","Friends of George Cardenas","$250.00",11984,"Mary","Minaghan dba MKM Services","07/18/2013",2013-01-17,"Cardenas"
"1276",3740,"01/01/2013","03/31/2013","02/21/2013","Alderman Brendan Reilly","$500.00",14323,"David","Dring","07/19/2013",2013-02-21,"Reilly"
"1277",3736,"01/01/2013","03/31/2013","03/12/2013","Alderman Michelle A. Harris","$500.00",14323,"David","Dring","07/19/2013",2013-03-12,"Harris"
"1278",3772,"04/01/2013","06/30/2013","06/12/2013","Citizens to Elect Anthony Beale","$200.00",10403,"Michael","Sutton","07/19/2013",2013-06-12,"Beale"
"1279",3661,"01/01/2013","03/31/2013","04/22/2013","none","$0.00",14304,"Kevin","Mendoza","07/18/2013",2013-04-22,NA
"1280",3597,"04/01/2013","06/30/2013","04/17/2013","Friends of Ameya Pawar","$500.00",13786,"Jerome","Schain","07/16/2013",2013-04-17,"Pawar"
"1281",3887,"01/01/2013","03/31/2013","03/27/2013","25th Ward Regular Democratic Organization","$500.00",14442,"Rolando","Acosta","07/29/2013",2013-03-27,NA
"1282",3885,"01/01/2013","03/31/2013","01/27/2013","2nd Ward Democratic Organization","$500.00",14442,"Rolando","Acosta","07/29/2013",2013-01-27,NA
"1283",3907,"04/01/2013","06/30/2013","05/04/2013","Citizens for Munoz","$250.00",14445,"John","George","07/29/2013",2013-05-04,"Munoz"
"1284",3921,"01/01/2013","03/31/2013","02/26/2013","State Senator Toi Hutchinson","$250.00",14463,"Bridget","O'Keefe","07/30/2013",2013-02-26,NA
"1285",3766,"04/01/2013","06/30/2013","05/09/2013","Jason Ervin","$250.00",11304,"Marcus","Nunes","07/19/2013",2013-05-09,"Ervin"
"1286",3707,"04/01/2013","06/30/2013","06/07/2013","Alderman Patrick J. O'Connor","$500.00",14321,"MICHAEL","KASPER","07/19/2013",2013-06-07,"O'Connor"
"1287",3703,"04/01/2013","06/30/2013","06/07/2013","Alderman Joe Moore","$250.00",14321,"MICHAEL","KASPER","07/19/2013",2013-06-07,"Moore"
"1288",3709,"01/01/2013","03/31/2013","02/21/2013","Alderman Brendan Reilly","$500.00",14321,"MICHAEL","KASPER","07/19/2013",2013-02-21,"Reilly"
"1289",3708,"01/01/2013","03/31/2013","03/27/2013","25th Ward Regular Democratic Organization","$500.00",14321,"MICHAEL","KASPER","07/19/2013",2013-03-27,NA
"1290",3664,"01/01/2013","03/31/2013","03/25/2013","FRIENDS OF MICHELLE HARRIS","$250.00",14306,"William","Banks","07/18/2013",2013-03-25,NA
"1291",3781,"04/01/2013","06/30/2013","06/19/2013","Lisa Madigan","$250.00",12967,"Pat","Doerr","07/20/2013",2013-06-19,NA
"1292",3805,"04/01/2013","06/30/2013","05/07/2013","alderman jason ervin","$100.00",12849,"Brendan","Shiller","07/22/2013",2013-05-07,NA
"1293",3804,"04/01/2013","06/30/2013","05/07/2013","alderman deborah Graham","$500.00",12849,"Brendan","Shiller","07/22/2013",2013-05-07,"Graham"
"1294",3896,"01/01/2013","03/31/2013","03/21/2013","Friends of Proco Joe Moreno","$500.00",14443,"Rolando","Acosta","07/29/2013",2013-03-21,"Moreno"
"1295",3895,"01/01/2013","03/31/2013","02/25/2013","Citizens for Joe Moore","$250.00",14443,"Rolando","Acosta","07/29/2013",2013-02-25,"Moore"
"1296",3905,"01/01/2013","03/31/2013","03/27/2013","25th Ward Regular Democratic Organization","$500.00",14444,"Rolando","Acosta","07/29/2013",2013-03-27,NA
"1297",3915,"04/01/2013","06/30/2013","05/04/2013","Friends of Leslie Hairston","$250.00",14446,"John","George","07/29/2013",2013-05-04,"Hairston"
"1298",4342,"04/01/2013","06/30/2013","02/07/2013","citizens for Austin","$200.00",15406,"William","Filan","10/08/2013",2013-02-07,"Austin"
"1299",4378,"01/01/2013","03/31/2013","01/25/2013","Friends of George Cardenas","$500.00",15429,"Paul","Rosenfeld","10/11/2013",2013-01-25,"Cardenas"
"1300",4422,"07/01/2013","09/30/2013","09/24/2013","Friends of Carrie Austin","$1000.00",11022,"Elizabeth","Lively","10/15/2013",2013-09-24,"Austin"
"1301",4418,"07/01/2013","09/30/2013","09/18/2013","Friends for Proco Joe Moreno","$250.00",11022,"Elizabeth","Lively","10/15/2013",2013-09-18,"Moreno"
"1302",4417,"07/01/2013","09/30/2013","09/11/2013","Friends of Ray Suarez","$125.00",11022,"Elizabeth","Lively","10/15/2013",2013-09-11,"Suarez"
"1303",4415,"07/01/2013","09/30/2013","09/04/2013","Citizens for Munoz","$150.00",11022,"Elizabeth","Lively","10/15/2013",2013-09-04,"Munoz"
"1304",4414,"07/01/2013","09/30/2013","08/29/2013","23rd Ward Regular Democratic Organization","$125.00",11022,"Elizabeth","Lively","10/15/2013",2013-08-29,NA
"1305",4259,"04/01/2013","06/30/2013","06/07/2013","Alderman Walter Burnett","$500.00",15307,"David","Dring","09/24/2013",2013-06-07,"Burnett"
"1306",4271,"01/01/2013","03/31/2013","01/16/2013","Alderman George Cardenas","$500.00",15307,"David","Dring","09/24/2013",2013-01-16,"Cardenas"
"1307",4431,"07/01/2013","09/30/2013","09/11/2013","Alderman Munoz","$250.00",12982,"James","Houlihan","10/16/2013",2013-09-11,"Munoz"
"1308",4322,"04/01/2013","06/30/2013","06/20/2013","Citizens for Tunney","$300.00",15386,"Mara","Georges","10/01/2013",2013-06-20,"Tunney"
"1309",4285,"04/01/2013","06/30/2013","05/28/2013","4th Ward Alderman Will Burns","$250.00",15321,"Mara","Georges","09/25/2013",2013-05-28,"Burns"
"1310",4283,"04/01/2013","06/30/2013","05/31/2013","Preckwinkle for President","$500.00",15321,"Mara","Georges","09/25/2013",2013-05-31,"Preckwinkle"
"1311",4329,"07/01/2013","09/30/2013","08/24/2013","24th Ward Council of Block Clubs","$250.00",13127,"Jeanette","Sublett","10/03/2013",2013-08-24,NA
"1312",4344,"01/01/2013","03/31/2013","02/08/2013","citizens for beal","$250.00",15407,"William","Filan","10/08/2013",2013-02-08,NA
"1313",4346,"07/01/2013","09/30/2013","08/13/2013","Ald Cardenas  (Gold Hole S...)","$150.00",15407,"William","Filan","10/08/2013",2013-08-13,"Cardenas"
"1314",4144,"01/01/2013","03/31/2013","02/21/2013","Alderman Richard Mell","$300.00",15221,"MICHAEL","KASPER","09/16/2013",2013-02-21,"Mell"
"1315",4159,"01/01/2013","03/31/2013","03/12/2013","Alderman Michelle Harris","$500.00",15222,"COURTNEY","NOTTAGE","09/16/2013",2013-03-12,"Harris"
"1316",4168,"04/01/2013","06/30/2013","06/07/2013","Alderman Joe Moore","$250.00",15222,"COURTNEY","NOTTAGE","09/16/2013",2013-06-07,"Moore"
"1317",4165,"04/01/2013","06/30/2013","06/07/2013","Alderman Patrick J. O'Connor","$500.00",15222,"COURTNEY","NOTTAGE","09/16/2013",2013-06-07,"O'Connor"
"1318",4164,"04/01/2013","06/30/2013","06/06/2013","Alderman Mike Zalewski","$500.00",15222,"COURTNEY","NOTTAGE","09/16/2013",2013-06-06,"Zalewski"
"1319",5145,"10/01/2013","12/31/2013","12/13/2013","Patrick Daley Thompson Campaign Committee","$250.00",12183,"Jerry","Mickelson","01/12/2014",2013-12-13,"Thompson"
"1320",4404,"04/01/2013","06/30/2013","04/11/2013","Alderman Rod Sawyer","$150.00",15461,"Danielle","Cassel","10/15/2013",2013-04-11,"Sawyer"
"1321",4406,"07/01/2013","09/30/2013","07/15/2013","Friends of Ray Suarez","$100.00",13102,"Terrance","Diamond","10/15/2013",2013-07-15,"Suarez"
"1322",4408,"07/01/2013","09/30/2013","09/19/2013","25th Ward Regular Democratic Party","$100.00",15125,"Carol","Stubblefield","10/15/2013",2013-09-19,NA
"1323",4433,"07/01/2013","09/30/2013","07/19/2013","Alderman James Cappleman","$250.00",15305,"MICHAEL","KASPER","10/16/2013",2013-07-19,"Cappleman"
"1324",4432,"07/01/2013","09/30/2013","07/19/2013","The Burnham Committee Alderman Ed Burke","$500.00",15305,"MICHAEL","KASPER","10/16/2013",2013-07-19,"Burke"
"1325",4537,"07/01/2013","09/30/2013","09/13/2013","Friends of Carrie Austin","$1000.00",13948,"Betsy","Sales","10/21/2013",2013-09-13,"Austin"
"1326",4536,"07/01/2013","09/30/2013","09/13/2013","Chicago for Rahm Emanuel","$150.00",13948,"Betsy","Sales","10/21/2013",2013-09-13,"Emanuel"
"1327",4661,"04/01/2013","06/30/2013","04/17/2013","Citizens for O'Connor","$100.00",15822,"Katriina","McGuire","11/08/2013",2013-04-17,"O'Connor"
"1328",4524,"01/01/2013","03/31/2013","03/25/2013","FRIENDS OF MICHELLE HARRIS","$250.00",15505,"William","Banks","10/21/2013",2013-03-25,NA
"1329",4521,"07/01/2013","09/30/2013","09/13/2013","Citizens for Joe Moore (reception sponsor)","$1000.00",11344,"Arnold","Harris","10/21/2013",2013-09-13,"Moore"
"1330",4538,"07/01/2013","09/30/2013","09/10/2013","Citizens for Reilly (Alderman Brendan Reilly)","$250.00",15514,"Donna","Pugh","10/21/2013",2013-09-10,"Reilly"
"1331",4429,"07/01/2013","09/30/2013","08/29/2013","Friends of Michael A Alvarez","$150.00",11583,"Jorge","Perez","10/15/2013",2013-08-29,NA
"1332",4481,"07/01/2013","09/30/2013","08/06/2013","Burnham Committee","$150.00",12785,"Catherine","O'Malley","10/19/2013",2013-08-06,NA
"1333",4577,"04/01/2013","06/30/2013","05/01/2013","Friends of Will Burns","$300.00",15535,"Graham","Grady","10/22/2013",2013-05-01,"Burns"
"1334",4604,"04/01/2013","06/30/2013","05/04/2013","Friends of Leslie Hairston","$250.00",15541,"John","George","10/23/2013",2013-05-04,"Hairston"
"1335",4603,"04/01/2013","06/30/2013","05/04/2013","40th Ward Regular Democratic Organization","$250.00",15541,"John","George","10/23/2013",2013-05-04,NA
"1336",4615,"04/01/2013","06/30/2013","05/27/2013","19th Ward Democratic Organization","$250.00",15542,"John","George","10/23/2013",2013-05-27,NA
"1337",4704,"04/01/2013","06/30/2013","05/31/2013","Preckwinkle for President","$500.00",15967,"Mara","Georges","11/25/2013",2013-05-31,"Preckwinkle"
"1338",4761,"04/01/2013","06/30/2013","06/07/2013","11th Ward Democratic Party","$500.00",16021,"MICHAEL","KASPER","12/05/2013",2013-06-07,NA
"1339",4774,"01/01/2013","03/31/2013","03/27/2013","25th Ward Regular Democratic Organization","$500.00",16021,"MICHAEL","KASPER","12/05/2013",2013-03-27,NA
"1340",4772,"01/01/2013","03/31/2013","03/12/2013","Alderman Michelle Harris","$500.00",16021,"MICHAEL","KASPER","12/05/2013",2013-03-12,"Harris"
"1341",4784,"04/01/2013","06/30/2013","06/04/2013","Citizens for Cappleman","$250.00",16022,"Graham","Grady","12/05/2013",2013-06-04,"Cappleman"
"1342",4783,"04/01/2013","06/30/2013","06/03/2013","Citizens for Reboyras","$300.00",16022,"Graham","Grady","12/05/2013",2013-06-03,"Reboyras"
"1343",4505,"07/01/2013","09/30/2013","09/24/2013","8th Ward Regular Democratic Organization","$200.00",10403,"Michael","Sutton","10/19/2013",2013-09-24,NA
"1344",4562,"04/01/2013","06/30/2013","04/15/2013","Friends of Proco Joe Moreno","$1500.00",15522,"Michael","Paulos","10/22/2013",2013-04-15,"Moreno"
"1345",4567,"01/01/2013","03/31/2013","02/25/2013","Citizens for Joe Moore","$1500.00",15522,"Michael","Paulos","10/22/2013",2013-02-25,"Moore"
"1346",4745,"04/01/2013","06/30/2013","05/31/2013","Preckwinkle for President","$500.00",16001,"Mara","Georges","12/04/2013",2013-05-31,"Preckwinkle"
"1347",4821,"10/01/2013","12/31/2013","12/16/2013","Gerald Hollowell","$0.00",14981,"Michele","Nelson","12/16/2013",2013-12-16,NA
"1348",4921,"04/01/2013","06/30/2013","04/17/2013","Citizens for O'Connor","$100.00",16284,"Katriina","McGuire","12/20/2013",2013-04-17,"O'Connor"
"1349",5052,"10/01/2013","12/31/2013","12/18/2013","Alderman Anthony Beale","$500.00",15307,"David","Dring","01/07/2014",2013-12-18,"Beale"
"1350",5043,"10/01/2013","12/31/2013","12/17/2013","Alderman Debra Silverstein","$500.00",15306,"COURTNEY","NOTTAGE","01/07/2014",2013-12-17,"Silverstein"
"1351",5295,"10/01/2013","12/31/2013","10/16/2013","Citizens for Tunney","$250.00",12982,"James","Houlihan","01/17/2014",2013-10-16,"Tunney"
"1352",5064,"10/01/2013","12/31/2013","12/18/2013","Alderman JoAnn Thompson","$500.00",16021,"MICHAEL","KASPER","01/08/2014",2013-12-18,"Thompson"
"1353",5061,"10/01/2013","12/31/2013","10/10/2013","Alderman Carrie Austin","$500.00",16021,"MICHAEL","KASPER","01/08/2014",2013-10-10,"Austin"
"1354",5085,"10/01/2013","12/31/2013","12/31/2013",NA,"$0.00",11526,"James","Gilliam","01/09/2014",2013-12-31,NA
"1355",5106,"10/01/2013","12/31/2013","11/28/2013","Friends for Mary O'Connor","$250.00",11984,"Mary","Minaghan dba MKM Services","01/10/2014",2013-11-28,"O'Connor"
"1356",5542,"07/01/2013","09/30/2013","09/19/2013","Citizens for Patrick O'Connor","$500.00",17484,"John","George","01/30/2014",2013-09-19,"O'Connor"
"1357",5264,"10/01/2013","12/31/2013","11/22/2013","Alderman Jason Ervin","$50.00",15392,"Sylvia","Michas","01/16/2014",2013-11-22,"Ervin"
"1358",5415,"10/01/2013","12/31/2013","12/01/2013","Friends for Ameya Pawar","$1500.00",11481,"Lisa","Ouzounion","01/21/2014",2013-12-01,"Pawar"
"1359",5423,"10/01/2013","12/31/2013","10/01/2013","Friends of 45","$1500.00",17280,"Lisa","Ouzounion","01/21/2014",2013-10-01,NA
"1360",5421,"10/01/2013","12/31/2013","10/01/2013","Friends of Ray Suarez","$1500.00",17280,"Lisa","Ouzounion","01/21/2014",2013-10-01,"Suarez"
"1361",5482,"10/01/2013","12/31/2013","10/23/2013","Friends of Will Burns","$500.00",11344,"Arnold","Harris","01/24/2014",2013-10-23,"Burns"
"1362",5481,"10/01/2013","12/31/2013","10/22/2013","Friends of Edward Burke","$1500.00",11344,"Arnold","Harris","01/24/2014",2013-10-22,"Burke"
"1363",5550,"10/01/2013","12/31/2013","10/03/2013","Friends of Alderman Carrie Austin","$1000.00",17484,"John","George","01/30/2014",2013-10-03,"Austin"
"1364",5549,"10/01/2013","12/31/2013","10/25/2013","Friends of Bob Fioretti","$1500.00",17484,"John","George","01/30/2014",2013-10-25,"Fioretti"
"1365",5641,"01/01/2014","03/31/2014","03/26/2014","Knapp Jerry","$0.00",17032,"Michele","Nelson","03/26/2014",2014-03-26,NA
"1366",5741,"01/01/2014","03/31/2014","01/26/2014","CITIZENS FOR GRAHAM","$500.00",16587,"John","Doerrer","04/04/2014",2014-01-26,NA
"1367",5743,"01/01/2014","03/31/2014","03/31/2014","N/A","$0.00",16553,"Morgan","Bassey","04/04/2014",2014-03-31,NA
"1368",5323,"10/01/2013","12/31/2013","11/21/2013","Friends of Alderman Cardenas","$350.00",11908,"Mark","Fary","01/19/2014",2013-11-21,"Cardenas"
"1369",5321,"10/01/2013","12/31/2013","10/02/2013","23rd Ward Regular Organization","$250.00",11908,"Mark","Fary","01/19/2014",2013-10-02,NA
"1370",5824,"01/01/2014","03/31/2014","03/12/2014","Alderman Michelle A. Harris","$500.00",18442,"COURTNEY","NOTTAGE","04/11/2014",2014-03-12,"Harris"
"1371",6043,"01/01/2014","03/31/2014","03/06/2014","41st Ward Democratic Organization","$250.00",17544,"Eileen","Mitchell","04/21/2014",2014-03-06,NA
"1372",6054,"01/01/2014","03/31/2014","03/27/2014","Neighbors for Harry Osterman","$500.00",17276,"Jason","Lunderman","04/21/2014",2014-03-27,"Osterman"
"1373",5844,"01/01/2014","03/31/2014","02/17/2014","Friends of Bob Fioretti","$250.00",16780,"Elizabeth","Lively","04/11/2014",2014-02-17,"Fioretti"
"1374",5841,"01/01/2014","03/31/2014","01/22/2014","Citizens for O'Connor","$100.00",16780,"Elizabeth","Lively","04/11/2014",2014-01-22,"O'Connor"
"1375",5893,"01/01/2014","03/31/2014","03/12/2014","Alderman James Cappleman","$250.00",18421,"Dean","Maragos","04/14/2014",2014-03-12,"Cappleman"
"1376",5892,"01/01/2014","03/31/2014","03/12/2014","Alderman Timothy Cullerton","$125.00",18421,"Dean","Maragos","04/14/2014",2014-03-12,"Cullerton"
"1377",5889,"01/01/2014","03/31/2014","02/28/2014","39th Ward Organization","$250.00",18421,"Dean","Maragos","04/14/2014",2014-02-28,NA
"1378",5909,"01/01/2014","03/31/2014","02/13/2014","Alderman Margaret Laurino","$250.00",18441,"MICHAEL","KASPER","04/15/2014",2014-02-13,"Laurino"
"1379",5908,"01/01/2014","03/31/2014","02/13/2014","Alderman James Cappleman","$250.00",18441,"MICHAEL","KASPER","04/15/2014",2014-02-13,"Cappleman"
"1380",5987,"01/01/2014","03/31/2014","03/25/2014","Alderman Danny Solis","$200.00",17489,"Brendan","Shiller","04/18/2014",2014-03-25,"Solis"
"1381",6009,"01/01/2014","03/31/2014","02/19/2014","Ald. Michelle A Harris","$500.00",18482,"John","George","04/18/2014",2014-02-19,"Harris"
"1382",6021,"01/01/2014","03/31/2014","02/19/2014","Ald. Michelle A Harris","$500.00",18825,"John","George","04/18/2014",2014-02-19,"Harris"
"1383",6020,"01/01/2014","03/31/2014","01/24/2014","Citizens for O'Connor","$100.00",18825,"John","George","04/18/2014",2014-01-24,"O'Connor"
"1384",6017,"01/01/2014","03/31/2014","02/18/2014","Citizens for Tim Cullerton","$250.00",18825,"John","George","04/18/2014",2014-02-18,"Cullerton"
"1385",6905,"04/01/2014","06/30/2014","05/18/2014","Ricardo Munoz","$500.00",20385,"Gery","Chico","07/31/2014",2014-05-18,"Munoz"
"1386",6165,"01/01/2014","03/31/2014","03/14/2014","Ald. Emma Mitts","$1000.00",19083,"John","Dunn","05/05/2014",2014-03-14,"Mitts"
"1387",6101,"01/01/2014","03/31/2014","01/10/2014","Alderman Robert Fioretti","$175.00",17366,"Montel","Gayles","04/23/2014",2014-01-10,"Fioretti"
"1388",6286,"01/01/2014","03/31/2014","01/24/2014","Citizens for O'Connor","$100.00",19481,"John","George","06/11/2014",2014-01-24,"O'Connor"
"1389",6282,"01/01/2014","03/31/2014","03/31/2014","Ald. Solis","$1000.00",19481,"John","George","06/11/2014",2014-03-31,"Solis"
"1390",6322,"01/01/2014","03/31/2014","03/06/2014","Ald. Leslie Hairston","$250.00",19643,"John","George","06/23/2014",2014-03-06,"Hairston"
"1391",6521,"04/01/2014","06/30/2014","05/28/2014","Citizens for Joe Moore","$1000.00",16645,"Jerry","Mickelson","07/13/2014",2014-05-28,"Moore"
"1392",6541,"04/01/2014","06/30/2014","05/15/2014","Friends of Mike Zalewski","$500.00",18721,"William","Griffin","07/14/2014",2014-05-15,"Zalewski"
"1393",6431,"04/01/2014","06/30/2014","04/28/2014","FRIENDS OF ZALEWSKI","$1000.00",19861,"John","Doerrer","07/03/2014",2014-04-28,NA
"1394",6442,"04/01/2014","06/30/2014","05/08/2014","Citizens for Carrie Austin","$1000.00",18941,"Mary","Minaghan dba MKM Services","07/07/2014",2014-05-08,"Austin"
"1395",6461,"04/01/2014","06/30/2014","04/28/2014","Citizens for Carrie Austin","$1000.00",18894,"Paul","Williams","07/08/2014",2014-04-28,"Austin"
"1396",6594,"04/01/2014","06/30/2014","06/25/2014","Citizens for Tunney","$150.00",16780,"Elizabeth","Lively","07/15/2014",2014-06-25,"Tunney"
"1397",6581,"04/01/2014","06/30/2014","04/17/2014","Friends for Proco Joe Moreno","$250.00",16780,"Elizabeth","Lively","07/15/2014",2014-04-17,"Moreno"
"1398",6341,"01/01/2014","03/31/2014","03/12/2014","Alderman Michelle A. Harris","$500.00",19701,"MICHAEL","KASPER","06/26/2014",2014-03-12,"Harris"
"1399",6449,"04/01/2014","06/30/2014","05/22/2014","Alderman Robert Fioretti","$150.00",18421,"Dean","Maragos","07/07/2014",2014-05-22,"Fioretti"
"1400",6444,"04/01/2014","06/30/2014","04/01/2014","25th Ward Democratic Organization","$150.00",18421,"Dean","Maragos","07/07/2014",2014-04-01,NA
"1401",8903,"01/01/2015","03/31/2015","02/19/2015","Citizens for Joe Moore","$100.00",22692,"Lawrence","Adelson","04/15/2015",2015-02-19,"Moore"
"1402",9643,"01/01/2015","03/31/2015","01/12/2015","Friends for Mary O'Connor","$500.00",24682,"Gery","Chico","05/07/2015",2015-01-12,"O'Connor"
"1403",9642,"01/01/2015","03/31/2015","01/14/2015","Friends of Walter Burnett Jr.","$250.00",24682,"Gery","Chico","05/07/2015",2015-01-14,"Burnett"
"1404",9640,"01/01/2015","03/31/2015","03/27/2015","Citizens to Elect Willie Cochran","$250.00",24682,"Gery","Chico","05/07/2015",2015-03-27,"Cochran"
"1405",9639,"01/01/2015","03/31/2015","02/18/2015","Citizens for Joe Moreno","$500.00",24682,"Gery","Chico","05/07/2015",2015-02-18,"Moreno"
"1406",9628,"01/01/2015","03/31/2015","01/22/2015","Friends of Nicholas Sposato","$200.00",24682,"Gery","Chico","05/07/2015",2015-01-22,"Sposato"
